pathway,SampleID__,genome,subpathway,tpm
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E2D_33,sulfur_redox-dissimilatory_sulfur_oxidation,0.1578825025662513
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_36,glycerol_degradation-glycerol,0.2626101746091955
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_36,glycerol_degradation-glycerone,0.03279341269519233
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_36,xylose_degradation-isomerase_pathway,0.06604963565019585
acetoclastic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_39,acetoclastic_methanogenesis-all,1.008671505485199
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_39,acetogenesis-simple,0.7065234748571152
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_39,hydrogenotrophic_methanogenesis-all,0.3793140937198493
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_41,acetogenesis-simple,0.6116684265412022
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_41,lactose_degradation-all,0.12872541957759193
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_41,xylose_degradation-isomerase_pathway,0.14368692667761904
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E2D_49,sulfur_redox-dissimilatory_sulfate_reduction,0.06558682539038467
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E2D_49,sulfur_redox-dissimilatory_sulfur_oxidation,0.2992258525676475
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_57,glycerol_degradation-glycerol,0.06341583291230575
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_57,glycerol_degradation-glycerone,0.05079165780232115
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_7,acetogenesis-simple,0.03580395549999688
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_7,xylose_degradation-isomerase_pathway,0.34728571677558806
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_8,galactose_degradation-all,0.2616856382660707
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E2D_8,lactate_fermentation-all,0.3394882827201776
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_8,lactose_degradation-all,0.24306780462172575
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_8,xylose_degradation-isomerase_pathway,0.998804750845944
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E2D_9,acetogenesis-simple,0.3170382511209401
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E2D_9,xylose_degradation-isomerase_pathway,0.07184346333880952
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,acetogenesis-simple,0.7989821461407731
fructose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,fructose_degradation-all,2.53772145781419
fucose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,fucose_degradation-all,0.5470192727881468
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,galactose_degradation-all,0.09468387075866226
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,glycerol_degradation-glycerol,0.14232680111243312
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,lactose_degradation-all,0.7825502659319127
mannose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,mannose_degradation-all,0.3979720303995441
sucrose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,sucrose_degradation-all,0.6984673458633057
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,sulfur_redox-dissimilatory_sulfur_oxidation,0.956514431605756
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_13,xylose_degradation-isomerase_pathway,1.280284995532636
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_14,glycerol_degradation-glycerol,0.04376836243486592
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_14,lactose_degradation-all,0.13721725353925504
mannose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_14,mannose_degradation-all,0.1462527646540051
Wood_Ljungdahl,MainAutochamber.201206_E_1_11to14,20120600_E3D_17,Wood_Ljungdahl-acetogen,0.4871746072299325
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_17,lactate_fermentation-all,1.317955948146437
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_18,glycerol_degradation-glycerol,0.14831775748080314
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_18,xylose_degradation-isomerase_pathway,0.27794838666068145
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_2,acetogenesis-simple,0.2068095071833939
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_2,butanoate_fermentation-acetyl_coa_pathway,0.10340475359169694
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_2,lactate_fermentation-all,0.41512928341073463
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_2,sulfur_redox-dissimilatory_sulfur_oxidation,0.13454053093427984
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_20,butanoate_fermentation-acetyl_coa_pathway,0.1142508202606808
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_25,butanoate_fermentation-acetyl_coa_pathway,0.084389698591945
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_27,butanoate_fermentation-acetyl_coa_pathway,0.527539031741975
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_27,ethanol_fermentation-all,0.8299099117723072
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_27,galactose_degradation-all,0.310814698940412
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_27,lactose_degradation-all,0.13736108713835277
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_27,sulfur_redox-dissimilatory_sulfur_oxidation,1.588859302912854
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,acetogenesis-simple,4.937206301938742
fructose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,fructose_degradation-all,2.0933303055908716
fucose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,fucose_degradation-all,0.9956265745210268
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,galactose_degradation-all,0.8339776799699525
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,glycerol_degradation-glycerol,1.3841496246004843
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,lactate_fermentation-all,0.4775600478498126
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,lactose_degradation-all,0.991561548463212
sucrose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,sucrose_degradation-all,0.7783501807052244
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,sulfur_redox-dissimilatory_sulfur_oxidation,2.503521900996068
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_29,xylose_degradation-isomerase_pathway,0.5625560886893449
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_3,acetogenesis-simple,0.1907949735534263
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_3,lactate_fermentation-all,1.2246960479438185
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_3,lactose_degradation-all,0.0820040532728339
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_3,xylose_degradation-isomerase_pathway,0.11898530005749568
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_33,ethanol_fermentation-all,0.00714673195516953
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_37,glycerol_degradation-glycerol,0.08736165141999237
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_37,propionate_fermentation-succinate_pathway,0.0930101024761305
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_37,sulfur_redox-dissimilatory_sulfate_reduction,0.22790008176035167
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_37,sulfur_redox-dissimilatory_sulfur_oxidation,1.0822454960604913
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,acetogenesis-simple,2.266578228747933
fructose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,fructose_degradation-all,0.1067121149267008
fucose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,fucose_degradation-all,0.7309206777311128
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,galactose_degradation-all,0.6257293815214175
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,glycerol_degradation-glycerol,1.1984012290222468
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,lactate_fermentation-all,3.9949343424383015
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,lactose_degradation-all,0.8304028402988808
mannose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,mannose_degradation-all,1.1922514531016022
sucrose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,sucrose_degradation-all,3.106408877898756
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_38,xylose_degradation-isomerase_pathway,1.369924476159968
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_E3D_42,acetogenesis-simple,0.26441177790554593
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_42,lactose_degradation-all,0.17219773604466304
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_42,propionate_fermentation-succinate_pathway,0.1239126018028453
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_42,sulfur_redox-dissimilatory_sulfur_oxidation,0.2298990826841905
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_45,lactate_fermentation-all,0.0844345857796318
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_45,propionate_fermentation-succinate_pathway,0.04325785996808601
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_45,xylose_degradation-isomerase_pathway,0.3224567133097412
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_46,ethanol_fermentation-all,0.4625152144133963
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_46,galactose_degradation-all,0.6138276270819728
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_46,lactose_degradation-all,0.15637527103817253
mannose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_48,mannose_degradation-all,0.1186978959510766
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_48,xylose_degradation-isomerase_pathway,0.290283968325924
Wood_Ljungdahl,MainAutochamber.201206_E_1_11to14,20120600_E3D_49,Wood_Ljungdahl-acetogen,0.02718144474884245
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_49,butanoate_fermentation-acetyl_coa_pathway,0.08676476469549337
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_50,butanoate_fermentation-acetyl_coa_pathway,0.2392244131088582
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_50,ethanol_fermentation-all,0.9551811634093744
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120600_E3D_50,lactose_degradation-all,0.41294898255248497
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_50,propionate_fermentation-succinate_pathway,0.1618482477439923
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120600_E3D_8,ethanol_fermentation-all,1.2475446312641263
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120600_E3D_8,sulfur_redox-dissimilatory_sulfur_oxidation,2.6085739007140583
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120600_S1D_7,xylose_degradation-isomerase_pathway,0.2776452595456361
acetogenesis,MainAutochamber.201206_E_1_11to14,20120600_S2D_6,acetogenesis-simple,0.17897693988535798
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_E1D_7,acetogenesis-simple,0.0261248957595671
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_E1D_7,galactose_degradation-all,0.13245533402626877
Wood_Ljungdahl,MainAutochamber.201206_E_1_11to14,20120700_E1X_4,Wood_Ljungdahl-methanogen,0.3781146249776097
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120700_E1X_4,hydrogenotrophic_methanogenesis-all,0.5274317461833651
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120700_E2D_6,glycerol_degradation-glycerol,0.28927699145692837
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120700_E2D_6,glycerol_degradation-glycerone,0.5587082358255326
xylose_degradation,MainAutochamber.201206_E_1_11to14,20120700_E2D_6,xylose_degradation-isomerase_pathway,0.316310762594028
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120700_E3M_5,hydrogenotrophic_methanogenesis-all,1.466676377269721
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120700_E3X_7,glycerol_degradation-glycerol,0.06045682323053616
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_1,acetogenesis-simple,0.00907747832709812
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_1,lactose_degradation-all,0.03394882827201776
glycerol_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_10,glycerol_degradation-glycerol,0.02184041285499809
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_P3D_101,propionate_fermentation-succinate_pathway,0.05703450432189614
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_102,acetogenesis-simple,0.26683976069355636
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_102,galactose_degradation-all,0.07399396398914312
galacturonic_acid_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_102,galacturonic_acid_degradation-all,0.06479565398008284
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_102,lactose_degradation-all,0.07941968310908398
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_105,lactose_degradation-all,0.07574709660692981
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_112,acetogenesis-simple,0.02429411885984215
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_117,acetogenesis-simple,0.01232528942155648
sucrose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_12,sucrose_degradation-all,0.19558578676117697
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_P3D_140,propionate_fermentation-succinate_pathway,0.01147080507090236
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_15,galactose_degradation-all,0.0217823266505965
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_20,acetogenesis-simple,0.21661123193604115
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120700_P3D_20,ethanol_fermentation-all,0.16245842395203086
galactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_20,galactose_degradation-all,0.3394703006437594
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_20,lactose_degradation-all,0.1488806386250921
mannose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_20,mannose_degradation-all,0.11535429324822936
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120700_P3D_24,ethanol_fermentation-all,0.02904310220079533
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_35,lactose_degradation-all,0.3146277962304648
sucrose_degradation,MainAutochamber.201206_E_1_11to14,20120700_P3D_35,sucrose_degradation-all,0.31605948626026314
sulfur_redox,MainAutochamber.201206_E_1_11to14,20120700_P3D_35,sulfur_redox-assimilatory_sulfate_reduction,0.0214401958655086
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_44,acetogenesis-simple,0.0734131524537751
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120700_P3D_71,ethanol_fermentation-all,0.01200902466367197
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_91,acetogenesis-simple,0.08400158790383883
hydrogenotrophic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_99,hydrogenotrophic_methanogenesis-all,40.9207572392936
methylotrophic_methanogenesis,MainAutochamber.201206_E_1_11to14,20120700_P3D_99,methylotrophic_methanogenesis-h2_indep,41.43202144930833
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_S1D_102,lactose_degradation-all,0.13607733866042426
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_102,propionate_fermentation-succinate_pathway,0.03237215344120271
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_106,butanoate_fermentation-acetyl_coa_pathway,0.03588825082520117
lactose_degradation,MainAutochamber.201206_E_1_11to14,20120700_S1D_114,lactose_degradation-all,0.07609899949476688
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_S1D_13,acetogenesis-simple,0.0266346498231684
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_13,butanoate_fermentation-acetyl_coa_pathway,0.0133173249115842
galacturonic_acid_degradation,MainAutochamber.201206_E_1_11to14,20120700_S1D_19,galacturonic_acid_degradation-all,0.02764609222151657
acetogenesis,MainAutochamber.201206_E_1_11to14,20120700_S1D_25,acetogenesis-simple,0.03714355927720764
butanoate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_25,butanoate_fermentation-acetyl_coa_pathway,0.01857177963860382
ethanol_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_25,ethanol_fermentation-all,0.02785766945790573
lactate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_25,lactate_fermentation-all,0.0691882139017891
propionate_fermentation,MainAutochamber.201206_E_1_11to14,20120700_S1D_25,propionate_fermentation-acrylate_pathway,0.01729705347544727
